recv,id,cnt,size,tick,1621670724,1621671272
base,1022,1,18,924
base,1023,1,10,879
sysev,99,1,27,663
sysev,141,1,8,909
sysev,172,14,182,11484
sysev,291,11,209,9315
ev,563,1,5,915
ev,565,6,90,5226
ev,572,3,42,2250
