recv,id,cnt,size,tick,1621587600,1621591200
base,1022,1,18,771
base,1023,1,10,660
sysev,99,12,408,7854
sysev,291,1,19,447
ev,563,1,5,657
ev,565,146,2190,99222
ev,572,39,546,28149
