sent,id,cnt,size,ccnt,csize,1621620000,1621623600
base,20,1489,25237,1489,25237
base,1013,111,160631,111,160631
base,1016,1245,28635,1245,28635
base,1017,529,16316,529,16316
base,1022,81,486,81,486
base,1026,1955,65824,1960,66337
sys,11,16,400,16,400
sys,12,917,114179,917,114179
sys,14,530,8740,530,8740
sys,15,24,1266,24,1266
sys,16,25,348,25,348
sys,17,20,240,20,240
sys,21,16,80,16,80
sys,22,15,246,15,246
sys,24,573,13179,573,13179
sys,25,184,4608,184,4608
sys,27,5,55,5,55
sys,28,5,25,5,25
sys,81,1,323,1,323
sys,82,1,9,1,9
sys,86,18,31220,18,31220
ev,56,73,3139,73,3139
ev,302,4,36,4,36
ev,303,1,21,1,21
ev,369,80,1920,80,1920
ev,370,145,1160,145,1160
ev,371,107,856,107,856
ev,373,193,965,193,965
ev,509,4,80,4,80
ev,568,2,10,2,10
