recv,id,cnt,size,tick,1621533600,1621537200
base,1034,77,3130,46374
sysev,10,10,90,7413
sysev,19,2,26,1038
sysev,41,13,117,10245
sysev,99,13,508,9945
sysev,172,6,78,3393
sysev,276,1,7,657
sysev,277,1,7,630
sysev,291,3,57,2001
sysev,292,26,624,14592
ev,17,103,824,63864
ev,562,2,32,1320
ev,563,2,10,1356
ev,565,971,14565,590195
ev,572,11,154,8076
